Customer,State,Customer Lifetime Value,Response,Coverage_Ext,Coverage_Pre,Edu_College,Edu_Bach,Edu_Master,Edu_Doctor,Effective To Date,Employ_Unemp,Employ_Dis,Employ_Med,Employ_Ret,Gender,Income,Locat_Sub,Locat_Rural,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy_Cor,Policy_Spe,Level_2,Level_3,Renew_O2,Renew_O3,Renew_O4,Sales_Bch,Sales_Call,Sales_Web,Total Claim Amount,Vehicle Class,Vehicle_Med,Vehicle_Large
PQ36549,Arizona,5598.273622,No,0,0,0,1,0,0,2002/9/11,0,1,0,0,M,14174,1,0,Married,72,1,62,0,8,0,0,0,0,0,0,0,0,1,0,345.6,Four-Door Car,1,0
WG91434,Oregon,9638.066778,No,0,0,0,0,0,0,2001/8/11,0,0,0,0,M,35230,0,1,Married,61,27,2,1,2,0,0,0,0,0,0,0,0,1,0,16.214764,Four-Door Car,1,0
WR43077,California,9801.287358,No,1,0,0,0,0,0,1/22/11,1,0,0,0,M,0,1,0,Married,91,33,38,0,2,1,0,0,1,0,1,0,0,0,0,436.8,Four-Door Car,0,0
LR10110,Washington,5504.139033,Yes,0,0,0,1,0,0,2002/8/11,1,0,0,0,F,0,1,0,Married,73,18,45,0,5,1,0,0,1,0,0,0,0,1,0,350.4,Four-Door Car,1,0
XZ58588,Arizona,8447.801005,No,0,1,0,0,0,0,2001/9/11,1,0,0,0,M,0,1,0,Divorced,114,2,45,0,7,1,0,1,0,0,0,0,0,0,0,547.2,Four-Door Car,0,0
FX12602,Oregon,19927.63513,No,0,0,0,0,0,0,1/30/11,0,0,0,0,M,51352,0,1,Divorced,66,21,87,3,2,0,0,1,0,0,0,0,1,0,0,95.661376,Four-Door Car,1,0
BL55947,California,5815.261714,No,0,0,1,0,0,0,1/18/11,0,0,0,0,M,76675,0,1,Married,72,5,38,0,9,0,0,1,0,0,0,1,0,0,0,141.718568,Four-Door Car,0,0
LA60344,Arizona,18690.34066,No,0,0,1,0,0,0,2/19/11,1,0,0,0,M,0,1,0,Single,68,6,94,0,2,0,0,1,0,0,0,0,0,0,0,326.4,Four-Door Car,0,0
KQ44803,Arizona,7224.235434,No,0,0,1,0,0,0,1/20/11,1,0,0,0,M,0,0,0,Married,72,27,21,2,2,0,0,1,0,0,0,0,0,0,0,297.419028,Two-Door Car,1,0
QY81331,Arizona,8595.982289,No,0,0,0,0,0,0,1/24/11,0,0,0,0,F,94242,0,1,Married,71,35,7,1,2,0,0,0,0,0,0,0,0,0,0,41.229484,Four-Door Car,1,0
NP33989,Oregon,12362.08766,No,0,1,0,1,0,0,2001/7/11,1,0,0,0,F,0,0,1,Married,113,4,92,0,2,0,0,0,1,0,1,0,1,0,0,217.92632,Four-Door Car,1,0
CP30637,California,4916.303715,No,1,0,0,0,0,0,2001/4/11,0,0,0,0,F,71153,0,1,Married,122,1,94,0,1,1,0,0,1,1,0,0,0,0,1,209.019238,Sports Car,1,0
RW50070,Arizona,8935.274872,No,1,0,0,0,0,0,2/26/11,0,0,0,0,M,63326,1,0,Married,225,5,99,0,1,0,0,0,1,1,0,0,1,0,0,1080,Luxury Car,1,0
LO42325,California,5433.214031,No,0,0,0,1,0,0,1/29/11,0,0,0,0,F,29629,0,0,Married,71,21,51,4,5,0,1,0,0,0,0,0,0,0,0,228.443418,Four-Door Car,1,0
YQ50209,Arizona,4847.24253,No,0,0,0,0,0,0,2001/1/11,1,0,0,0,M,0,1,0,Single,69,0,32,0,7,1,0,0,0,1,0,0,0,0,0,599.152722,Four-Door Car,0,0
JP35025,California,5714.165863,No,0,0,0,0,1,0,2/23/11,0,1,0,0,F,23726,1,0,Divorced,74,1,83,0,9,1,0,0,0,0,0,0,0,1,0,355.2,Four-Door Car,0,0
WZ13788,Nevada,10097.68732,No,1,0,0,0,0,0,2/19/11,0,0,0,0,F,48999,1,0,Married,86,6,65,3,2,1,0,0,1,0,0,0,0,0,1,412.8,Four-Door Car,1,0
IS21172,Oregon,4726.869327,Yes,1,0,0,1,0,0,2001/10/11,0,0,1,0,F,13037,1,0,Married,124,28,49,0,1,0,0,0,0,1,0,0,0,0,0,839.348464,SUV,0,0
CL10476,Arizona,7079.790277,No,0,0,1,0,0,0,1/30/11,0,1,0,0,M,24245,1,0,Married,63,0,22,0,2,1,0,0,1,0,0,0,0,0,0,302.4,Two-Door Car,0,1
WO83615,Nevada,5395.434909,No,1,0,0,1,0,0,2/21/11,0,0,0,0,M,44047,1,0,Married,137,12,38,0,1,1,0,0,1,1,0,0,1,0,0,969.232217,Sports Car,1,0
ZJ77881,Oregon,9452.996411,No,0,1,0,1,0,0,1/22/11,0,0,0,0,F,91942,1,0,Married,117,34,61,0,3,0,0,0,1,0,1,0,0,0,0,561.6,Four-Door Car,1,0
GT37101,Oregon,5284.312599,No,0,0,0,0,0,0,2/27/11,0,0,0,0,F,37640,0,0,Divorced,67,25,74,0,4,0,0,1,0,0,0,0,0,1,0,174.046849,Two-Door Car,1,0
WE13528,California,20215.3918,No,0,0,0,0,0,0,2002/12/11,0,0,0,0,F,77058,0,1,Divorced,63,16,42,0,2,0,0,0,0,1,0,0,1,0,0,119.331041,Four-Door Car,1,0
BT78503,Oregon,2510.054168,No,0,0,0,0,0,0,2002/12/11,1,0,0,0,M,0,1,0,Single,73,29,38,0,1,1,0,0,0,1,0,0,0,0,0,525.6,Four-Door Car,1,0
WM19967,California,19884.91592,No,0,0,1,0,0,0,2001/12/11,0,0,0,0,F,63755,0,0,Married,62,28,40,0,2,0,0,1,0,1,0,0,0,0,1,291.860708,Two-Door Car,1,0
EW13798,California,4014.453113,Yes,1,0,0,0,0,1,2001/8/11,0,0,0,0,F,37384,1,0,Married,99,9,17,0,1,0,0,0,1,1,0,0,0,0,0,475.2,Four-Door Car,1,0
RO18530,Washington,2540.689797,No,0,0,0,0,1,0,2/28/11,0,0,0,0,M,42557,0,1,Single,65,4,35,0,1,0,0,0,1,0,0,1,0,0,0,57.562324,Four-Door Car,0,1
AY18433,Washington,27382.81893,No,1,0,0,0,0,0,2001/2/11,0,0,0,0,F,45473,0,1,Married,76,10,29,0,2,0,1,1,0,0,0,1,1,0,0,188.938397,Two-Door Car,1,0
CS29328,Nevada,4875.31604,No,0,0,0,1,0,0,2002/4/11,0,1,0,0,M,10743,1,0,Married,70,12,64,2,8,0,0,0,0,0,1,0,1,0,0,336,Two-Door Car,1,0
QL75176,Oregon,12324.2654,No,0,1,0,0,0,0,2001/11/11,1,0,0,0,F,0,1,0,Single,113,5,90,0,2,0,0,1,0,1,0,0,1,0,0,813.6,Four-Door Car,1,0
IO25161,Arizona,2280.386988,No,0,0,1,0,0,0,2/19/11,1,0,0,0,F,0,0,0,Married,61,16,29,0,1,0,0,1,0,1,0,0,0,0,0,283.881697,Four-Door Car,1,0
FA82777,Arizona,4165.994433,No,0,0,0,0,0,0,2002/7/11,1,0,0,0,F,0,1,0,Single,64,27,32,3,5,0,0,0,0,0,0,0,0,0,0,575.890362,Four-Door Car,0,0
GR49281,California,4974.801539,Yes,0,0,0,1,0,0,1/18/11,0,0,0,0,M,75644,1,0,Divorced,65,5,68,3,9,0,0,1,0,1,0,0,1,0,0,467.803638,Two-Door Car,1,0
ZW19492,Oregon,2404.917967,No,0,0,0,1,0,0,2/14/11,0,0,0,0,M,63455,0,0,Divorced,61,26,71,0,1,0,0,0,1,0,0,0,1,0,0,287.654819,Two-Door Car,1,0
UW88168,Oregon,3032.816016,No,1,0,0,1,0,0,1/31/11,0,0,0,0,M,73782,0,1,Married,76,11,97,0,1,0,1,0,1,1,0,0,1,0,0,111.622054,Four-Door Car,0,1
XX53620,Oregon,2891.272351,No,0,0,0,1,0,0,2002/2/11,0,0,0,0,F,80590,0,1,Married,71,4,19,0,1,1,0,0,1,0,0,1,1,0,0,134.158389,Four-Door Car,0,0
IM90123,California,15261.41386,No,1,0,0,1,0,0,2001/7/11,0,0,0,0,F,59797,1,0,Married,127,4,50,0,2,0,0,1,0,0,1,0,0,1,0,609.6,SUV,1,0
BE33446,Arizona,5015.009472,Yes,1,0,0,1,0,0,2002/3/11,0,0,0,0,F,48567,1,0,Single,130,12,15,0,1,0,0,0,0,1,0,0,0,0,0,624,SUV,1,0
YW11227,California,5325.394799,No,0,0,0,1,0,0,1/18/11,0,0,0,0,M,62470,0,0,Married,66,34,84,0,4,0,0,0,1,0,1,0,0,0,0,243.766542,Two-Door Car,1,0
UF32671,Washington,5291.395332,No,0,0,1,0,0,0,2/26/11,0,0,0,0,F,57338,1,0,Single,66,9,85,0,3,0,0,0,0,0,0,0,0,1,0,316.8,Four-Door Car,0,0
ZW10467,Arizona,16107.19004,No,0,0,0,0,0,0,1/16/11,0,0,0,0,F,63288,0,0,Married,199,12,92,0,5,0,0,0,0,0,0,0,0,0,1,558.433218,Luxury Car,1,0
KK95092,Arizona,7605.637524,No,0,0,0,1,0,0,1/29/11,0,0,0,0,M,55281,1,0,Married,192,22,68,1,1,0,0,0,1,0,0,0,0,0,0,921.6,Luxury SUV,1,0
HZ43637,Arizona,3065.365332,No,1,0,1,0,0,0,2/17/11,0,0,0,0,F,22985,1,0,Married,77,4,65,0,1,0,1,0,0,1,0,0,0,0,0,458.056054,Four-Door Car,0,0
FY82691,California,6245.575806,No,1,0,1,0,0,0,2001/8/11,0,0,0,0,F,39608,0,1,Married,78,14,15,1,7,1,0,0,1,1,0,0,0,0,0,22.961216,Four-Door Car,1,0
SO40738,California,9406.381948,No,0,0,0,0,0,0,2002/10/11,0,0,0,0,F,99189,0,1,Single,117,27,27,0,3,1,0,0,1,0,1,0,0,0,1,75.302707,SUV,1,0
MB83471,Oregon,7815.46882,No,0,1,0,0,0,0,2001/5/11,1,0,0,0,M,0,1,0,Divorced,112,27,46,0,4,0,0,0,1,0,0,1,0,0,0,574.102379,Four-Door Car,0,0
GA63091,California,9747.99401,No,1,0,1,0,0,0,1/31/11,1,0,0,0,M,0,1,0,Divorced,92,7,89,0,2,0,0,0,1,0,0,0,0,0,0,514.360634,Four-Door Car,1,0
AU75025,Oregon,4686.469674,Yes,0,0,1,0,0,0,2002/12/11,0,0,0,0,M,58089,1,0,Married,118,31,83,0,1,0,0,0,1,0,0,0,0,0,0,566.4,SUV,1,0
XF15789,Arizona,8869.619888,No,0,0,1,0,0,0,2/21/11,0,0,0,0,F,81350,0,1,Married,110,1,28,0,9,0,0,0,1,0,1,0,1,0,0,228.185834,SUV,0,1
SH13204,California,4741.808942,No,0,0,0,0,0,0,1/20/11,1,0,0,0,F,0,1,0,Single,65,2,73,0,8,0,0,0,0,1,0,0,0,0,0,731.289267,Two-Door Car,1,0
FX48006,Oregon,24178.68478,No,1,0,1,0,0,0,1/25/11,0,0,0,0,M,43704,1,0,Married,201,29,67,0,2,0,0,0,1,0,0,0,1,0,0,1064.482165,Luxury SUV,1,0
HS69837,Oregon,7951.777533,No,0,0,1,0,0,0,1/22/11,0,0,0,0,M,75497,0,1,Divorced,100,5,72,0,3,0,0,0,1,0,0,0,1,0,0,71.773341,SUV,0,0
GL49408,California,6762.082924,No,1,0,0,0,0,1,2/22/11,0,0,0,0,M,40372,0,1,Married,85,15,17,0,4,1,0,1,0,0,1,0,1,0,0,76.975713,Four-Door Car,1,0
PK51938,Oregon,3044.78946,No,1,0,1,0,0,0,1/14/11,0,0,0,1,F,17489,1,0,Divorced,85,31,28,0,1,1,0,0,1,0,0,1,1,0,0,587.689075,Four-Door Car,0,0
JE62426,Arizona,5908.16294,No,0,0,0,0,0,0,2002/3/11,0,0,0,0,F,86277,0,0,Divorced,74,19,33,0,3,0,0,1,0,1,0,0,0,0,0,212.039619,Four-Door Car,1,0
IA31850,Arizona,4574.547243,No,0,0,1,0,0,0,2/15/11,1,0,0,0,F,0,1,0,Single,63,3,5,0,6,0,0,0,0,0,0,0,0,0,0,453.6,Four-Door Car,0,0
PP50567,California,8377.499751,No,0,0,0,1,0,0,2001/5/11,1,0,0,0,M,0,1,0,Married,74,14,38,0,2,1,0,0,1,0,0,0,0,0,0,355.2,Four-Door Car,1,0
CS26667,Washington,22332.43946,Yes,1,0,1,0,0,0,2001/11/11,0,0,0,0,M,49078,1,0,Single,97,10,3,0,2,0,1,0,1,1,0,0,1,0,0,484.013411,Four-Door Car,1,0
UF73578,California,5838.89915,Yes,0,0,0,0,0,0,2001/6/11,0,0,0,0,M,81082,0,0,Married,73,5,85,0,4,0,0,1,0,1,0,0,0,0,0,281.295903,Four-Door Car,0,1
MY23958,California,7577.065297,No,0,0,0,1,0,0,2002/6/11,1,0,0,0,M,0,1,0,Single,116,20,9,2,6,0,0,0,1,1,0,0,1,0,0,835.2,Sports Car,1,0
OP75571,Arizona,8012.841201,No,0,0,1,0,0,0,2/24/11,0,0,0,0,F,40635,1,0,Divorced,102,4,45,0,6,0,0,0,1,0,1,0,0,1,0,489.6,SUV,1,0
SI60881,Oregon,9217.978125,No,0,0,0,1,0,0,2001/12/11,0,0,0,0,F,26351,1,0,Divorced,119,14,87,0,7,0,0,1,0,0,1,0,1,0,0,571.2,SUV,1,0
DQ15807,Oregon,2749.189304,No,1,0,0,0,0,0,1/28/11,1,0,0,0,M,0,1,0,Single,80,15,83,0,1,0,0,1,0,0,0,0,0,1,0,824.487259,Four-Door Car,0,1
WU15684,Nevada,3588.87609,No,1,0,1,0,0,0,2001/11/11,0,0,0,0,F,42836,0,0,Married,89,32,99,0,1,1,0,0,1,0,1,0,1,0,0,244.580023,Four-Door Car,1,0
KR17533,Oregon,3954.538361,No,0,0,0,0,0,1,2/27/11,0,0,0,0,M,40175,0,1,Divorced,102,34,78,1,1,0,0,0,0,0,1,0,1,0,0,154.721555,SUV,1,0
IM98086,California,3230.576665,Yes,1,0,1,0,0,0,2001/5/11,0,0,0,0,M,62873,0,0,Divorced,81,0,41,0,1,0,0,1,0,1,0,0,0,1,0,207.75186,Four-Door Car,1,0
XY48850,Nevada,5158.648497,No,0,0,0,0,0,0,2002/4/11,1,0,0,0,F,0,1,0,Single,74,24,98,0,5,0,0,0,0,1,0,0,0,0,0,588.936956,Two-Door Car,1,0
YT25875,California,2776.582901,No,0,0,1,0,0,0,2002/8/11,0,0,0,0,F,50985,0,0,Divorced,71,7,31,0,1,0,0,1,0,0,0,1,0,0,0,307.68931,Two-Door Car,1,0
TL59568,Arizona,12836.00951,No,0,1,0,0,0,0,2/28/11,1,0,0,0,M,0,1,0,Married,116,6,28,0,2,0,0,1,0,0,1,0,0,0,0,835.2,Two-Door Car,1,0
UE52886,Arizona,28421.57022,No,1,0,0,1,0,0,2001/6/11,0,0,0,0,M,42803,0,0,Divorced,245,21,56,0,2,0,0,1,0,0,0,0,0,1,0,889.288242,Luxury Car,0,0
TM28833,Oregon,2276.392936,No,0,0,1,0,0,0,1/18/11,1,0,0,0,M,0,1,0,Single,69,34,13,1,1,0,0,0,1,0,0,1,0,1,0,624.980751,Two-Door Car,0,0
SQ60915,Arizona,3895.961837,No,1,0,0,0,0,0,2/26/11,0,0,0,0,M,35970,1,0,Divorced,98,29,81,0,1,1,0,0,1,0,1,0,0,1,0,470.4,Four-Door Car,0,1
GU42084,Arizona,4247.683347,No,0,0,0,1,0,0,1/26/11,0,0,0,0,M,44537,0,0,Married,106,13,42,0,1,1,0,1,0,0,1,0,1,0,0,441.907057,Sports Car,0,0
ZH93283,Arizona,6005.847375,Yes,1,0,1,0,0,0,2/23/11,0,0,0,1,M,13528,1,0,Single,86,21,35,0,3,0,0,0,0,0,0,0,0,0,0,412.8,Four-Door Car,1,0
WF51811,Arizona,2719.506996,Yes,0,0,1,0,0,0,1/24/11,0,0,0,1,F,14030,1,0,Married,72,11,3,0,1,0,0,1,0,1,0,0,1,0,0,345.6,Two-Door Car,0,1
RL51023,Arizona,4185.757242,No,0,0,1,0,0,0,2/16/11,1,0,0,0,M,0,1,0,Single,64,0,56,0,3,1,0,0,0,1,0,0,0,1,0,492.644465,Four-Door Car,0,0
NQ67659,Nevada,33473.34946,Yes,0,0,0,1,0,0,2001/11/11,0,0,0,0,F,33190,1,0,Divorced,106,18,95,0,2,0,0,1,0,0,0,0,0,0,1,508.8,SUV,1,0
KI45566,Nevada,7331.508054,No,0,0,1,0,0,0,1/29/11,1,0,0,0,M,0,0,1,Married,100,1,25,0,4,0,0,1,0,0,0,0,1,0,0,61.580247,Sports Car,0,0
WB68229,Arizona,9320.284812,No,0,1,0,1,0,0,2001/3/11,0,0,0,0,F,21033,1,0,Married,118,5,22,0,8,0,0,0,0,0,1,0,0,1,0,738.975495,Two-Door Car,0,0
UF84144,Washington,3312.323945,No,1,0,1,0,0,0,2001/8/11,0,0,0,0,M,26285,1,0,Married,84,7,1,0,1,1,0,1,0,0,1,0,0,1,0,403.2,Four-Door Car,1,0
ZH28312,California,5560.278162,No,0,0,0,1,0,0,2/14/11,1,0,0,0,F,0,0,1,Married,74,29,52,0,8,1,0,1,0,0,0,0,1,0,0,65.953005,Four-Door Car,1,0
GK48045,Washington,8214.602384,No,0,0,1,0,0,0,2001/6/11,0,0,0,0,F,73245,0,0,Married,68,33,48,0,2,0,0,0,1,0,1,0,1,0,0,305.121363,Four-Door Car,1,0
HZ67642,California,8647.139152,No,0,0,0,1,0,0,2/13/11,1,0,0,0,M,0,0,1,Married,119,5,31,0,3,0,0,0,0,0,0,1,0,0,1,244.816163,SUV,0,0
HE12295,California,4446.738622,No,0,0,0,0,0,0,2/24/11,1,0,0,0,M,0,1,0,Single,61,32,42,0,3,0,0,0,0,0,0,0,1,0,0,616.279356,Four-Door Car,1,0
XL66550,Oregon,7769.841954,No,0,0,0,1,0,0,1/17/11,0,0,0,0,M,74365,1,0,Divorced,193,11,85,0,1,1,0,0,0,0,0,0,0,1,0,926.4,Luxury Car,0,0
AL27471,Oregon,3911.118202,No,1,0,0,0,0,1,2002/7/11,0,0,0,0,M,30821,0,0,Married,97,27,59,0,1,0,0,0,1,1,0,0,0,0,1,451.319227,Four-Door Car,1,0
NG94479,Arizona,2731.520409,No,0,0,0,0,0,0,2001/2/11,0,0,0,0,F,69844,0,0,Married,68,5,9,0,1,1,0,0,0,1,0,0,1,0,0,184.379697,Four-Door Car,1,0
WR58220,Oregon,8401.788653,No,1,0,0,1,0,0,1/30/11,1,0,0,0,M,0,1,0,Single,124,15,86,0,8,0,0,1,0,1,0,0,0,0,1,595.2,SUV,1,0
RT64920,Oregon,5875.038074,No,0,0,0,0,1,0,2001/2/11,0,0,0,0,M,55836,0,0,Married,73,8,87,0,7,0,0,0,1,0,0,0,0,0,1,314.936185,Four-Door Car,1,0
IR58695,Oregon,6188.379423,No,1,0,0,0,0,0,2002/10/11,0,0,0,0,M,40352,1,0,Married,77,31,33,0,3,1,0,1,0,0,0,0,0,0,1,406.367233,Four-Door Car,0,0
AS93181,Arizona,4506.577736,No,0,0,0,1,0,0,1/31/11,0,1,0,0,F,14985,1,0,Married,116,12,45,0,1,0,0,0,1,0,0,0,0,1,0,571.319514,Sports Car,1,0
ML23548,Arizona,10548.53703,No,1,0,0,0,0,1,1/15/11,0,0,0,0,F,27458,1,0,Married,131,18,62,1,3,0,0,0,0,0,1,0,0,1,0,730.373515,Sports Car,1,0
PU71194,Oregon,35203.57475,No,0,1,0,1,0,0,2/26/11,0,0,0,0,F,56343,1,0,Divorced,295,11,69,0,2,0,0,0,1,0,0,0,1,0,0,1612.962321,Luxury Car,1,0
QT46430,California,8193.750001,No,0,0,1,0,0,0,2001/1/11,0,0,1,0,F,12780,0,1,Married,111,17,53,2,6,0,0,0,0,1,0,0,0,1,0,225.437098,Sports Car,1,0
WP83694,California,5313.436344,No,1,0,0,1,0,0,1/22/11,0,0,0,0,F,68558,0,1,Married,131,16,11,0,1,0,0,0,1,0,0,0,0,0,0,280.903779,SUV,1,0
UE19977,California,4379.770178,No,0,1,1,0,0,0,2/22/11,0,0,0,0,F,47747,0,1,Divorced,111,31,76,0,1,0,0,0,1,0,1,0,0,0,1,165.588524,Two-Door Car,1,0
WC83942,Oregon,20885.55547,No,1,0,0,1,0,0,1/23/11,0,0,1,0,M,16113,1,0,Married,81,27,19,0,2,1,0,1,0,1,0,0,0,0,1,494.890996,Four-Door Car,0,0
HZ62410,Oregon,2771.963072,No,1,0,0,1,0,0,2001/3/11,1,0,0,0,M,0,1,0,Single,79,6,55,0,1,0,0,0,1,0,0,0,0,0,0,379.2,Four-Door Car,1,0
CE72177,California,5461.548993,No,0,0,0,0,0,0,2001/7/11,0,0,0,0,F,39626,1,0,Married,69,23,0,0,3,0,0,0,1,1,0,0,0,0,0,485.705851,Four-Door Car,0,1
YI89801,California,2570.235172,No,0,0,0,0,0,0,2/17/11,0,0,0,0,F,49304,1,0,Single,65,28,48,0,1,1,0,1,0,0,0,0,0,0,0,312,Four-Door Car,1,0
KB53430,Oregon,2227.072755,Yes,0,0,0,0,0,0,2001/5/11,0,0,0,1,M,27972,1,0,Married,61,7,38,0,1,0,0,0,1,0,1,0,0,0,1,292.8,Four-Door Car,1,0
KB50999,California,5394.000979,No,0,0,1,0,0,0,2002/3/11,0,0,0,0,F,27568,0,0,Married,68,0,62,0,3,0,0,0,1,0,1,0,0,1,0,278.689331,Two-Door Car,1,0
JO17193,Washington,2300.691547,Yes,0,0,0,1,0,0,1/15/11,0,0,0,1,M,25905,1,0,Divorced,63,21,12,0,1,0,0,0,1,0,0,0,0,0,0,302.4,Four-Door Car,0,1
BO42776,Washington,25360.10404,No,0,0,0,1,0,0,2001/3/11,0,0,0,0,M,21442,1,0,Married,108,16,83,0,2,1,0,0,1,0,0,0,0,0,0,518.4,SUV,1,0
OZ19432,Nevada,4374.038985,No,0,1,0,0,0,0,1/14/11,0,0,0,0,F,34516,0,1,Married,113,12,70,3,1,0,1,1,0,0,0,1,1,0,0,42.950852,Four-Door Car,1,0
VT34834,Nevada,4953.358432,No,0,0,0,0,0,0,2002/8/11,1,0,0,0,M,0,1,0,Married,68,11,90,0,4,0,0,0,0,0,1,0,1,0,0,342.468248,Four-Door Car,0,0
MI65698,Oregon,4590.811214,No,0,1,1,0,0,0,2002/1/11,0,0,0,0,F,28354,0,0,Divorced,118,33,20,0,1,0,0,0,1,1,0,0,0,0,0,320.327775,Two-Door Car,0,1
IG85969,Arizona,5062.37379,No,0,0,1,0,0,0,1/21/11,1,0,0,0,F,0,1,0,Single,72,22,58,0,5,0,0,0,1,0,1,0,0,1,0,345.6,Two-Door Car,0,1
SE72928,California,9075.768214,Yes,0,0,0,0,1,0,1/26/11,0,0,0,0,M,37722,0,1,Single,116,8,23,0,8,0,0,0,0,0,0,0,0,0,0,158.077504,Sports Car,1,0
QV47358,Arizona,8133.157212,No,0,0,0,1,0,0,1/25/11,0,0,0,0,F,32021,1,0,Single,70,12,58,0,2,0,0,1,0,0,0,0,0,1,0,336,Four-Door Car,0,0
HR50405,Oregon,2869.301319,No,0,0,0,1,0,0,2/24/11,0,0,1,0,F,13393,0,1,Married,73,31,11,0,1,0,0,0,1,1,0,0,1,0,0,34.708194,Four-Door Car,1,0
MN53151,Oregon,27937.75093,No,0,0,1,0,0,0,2002/5/11,0,0,0,1,M,13624,1,0,Divorced,117,4,11,0,2,0,0,0,0,0,0,1,0,0,0,561.6,Sports Car,1,0
VD64777,Nevada,2606.186321,No,0,0,1,0,0,0,1/19/11,0,0,0,0,F,27800,1,0,Single,67,9,78,0,1,0,0,1,0,0,0,1,0,0,1,321.6,Two-Door Car,1,0
EG21289,California,7764.273102,No,0,0,1,0,0,0,2002/4/11,0,0,0,0,F,58419,0,1,Married,191,29,6,0,1,0,0,1,0,0,0,1,0,1,0,202.468807,Luxury Car,1,0
YI85251,Nevada,18380.39026,No,1,0,0,0,0,0,2002/8/11,0,0,0,0,M,50407,0,0,Married,92,30,67,0,2,0,0,0,1,0,0,0,0,0,0,352.060768,Four-Door Car,1,0
RD61361,Arizona,6102.953572,No,1,0,0,1,0,0,2002/5/11,1,0,0,0,F,0,1,0,Single,84,0,76,0,4,0,0,0,1,0,0,0,1,0,0,856.347474,Four-Door Car,0,1
PG26401,Washington,9191.672825,No,0,0,0,0,0,0,1/24/11,0,0,0,0,M,77603,1,0,Married,114,10,83,0,8,0,0,0,0,1,0,0,0,1,0,547.2,SUV,1,0
NV91476,California,9581.281433,No,0,1,1,0,0,0,1/23/11,0,0,0,0,F,75606,1,0,Married,119,6,97,0,7,0,0,0,1,0,0,0,0,0,1,571.2,Four-Door Car,1,0
SJ16410,Arizona,7532.262392,No,1,0,0,1,0,0,2/19/11,0,0,0,0,M,41458,0,1,Single,98,6,67,0,3,0,0,0,1,0,1,0,0,0,0,191.100227,Four-Door Car,1,0
BI17208,Oregon,2795.321353,No,0,0,1,0,0,0,1/20/11,1,0,0,0,M,0,1,0,Married,74,6,61,0,1,0,0,0,1,0,0,0,0,1,0,420.765993,Two-Door Car,1,0
WR70403,Washington,5673.840992,No,1,0,0,0,0,0,2/25/11,1,0,0,0,M,0,1,0,Divorced,82,13,87,0,7,0,0,0,1,0,0,0,0,0,0,445.001296,Two-Door Car,1,0
ZZ22858,Arizona,15016.18511,No,0,0,0,1,0,0,2001/1/11,0,0,0,0,F,70619,0,1,Married,187,2,84,0,3,0,0,0,1,0,1,0,1,0,0,293.948632,Luxury Car,1,0
EZ75048,California,3087.249746,No,1,0,0,0,0,1,2001/10/11,0,0,0,0,M,41273,0,0,Married,77,16,19,0,1,0,0,0,1,1,0,0,0,1,0,221.226696,Four-Door Car,1,0
CN31328,Arizona,5480.701059,No,0,0,1,0,0,0,2001/6/11,0,0,0,0,F,46946,1,0,Divorced,70,10,37,0,9,0,0,0,1,1,0,0,0,0,1,336,Four-Door Car,1,0
ZP91150,Oregon,7944.973807,No,0,1,1,0,0,0,2/13/11,1,0,0,0,M,0,1,0,Single,113,10,97,0,9,1,0,0,1,0,0,0,0,0,1,542.4,Four-Door Car,1,0
LC77957,Oregon,8543.247323,No,0,0,0,1,0,0,1/14/11,0,0,0,0,M,99180,0,1,Married,106,15,20,0,3,0,0,0,0,0,1,0,1,0,0,33.751887,SUV,0,0
PT34656,California,5380.898636,Yes,0,0,1,0,0,0,2/24/11,0,0,0,0,F,55350,1,0,Married,67,0,13,0,9,0,0,0,0,0,0,0,0,0,0,321.6,Four-Door Car,1,0
MI99404,California,4650.063763,Yes,0,0,1,0,0,0,2001/10/11,0,0,0,1,M,28215,1,0,Single,65,15,26,0,3,0,0,0,1,0,0,0,0,0,0,468,Two-Door Car,1,0
AI58313,Nevada,36946.06393,No,0,0,1,0,0,0,1/30/11,0,0,0,0,F,75425,1,0,Divorced,116,25,88,1,2,0,0,0,1,1,0,0,0,1,0,663.643801,Sports Car,1,0
VA60020,Nevada,3314.55133,No,1,0,0,0,0,0,1/25/11,0,0,0,0,F,63583,0,1,Married,83,15,8,0,1,0,1,0,0,0,0,1,0,0,0,167.39959,Four-Door Car,1,0
TW53467,California,4566.377261,No,0,0,0,1,0,0,2001/12/11,1,0,0,0,M,0,1,0,Single,66,27,28,0,3,0,0,0,0,0,1,0,0,0,0,475.2,Four-Door Car,0,0
IC11062,Nevada,5597.12496,Yes,1,0,0,0,0,0,1/27/11,0,0,0,0,F,37995,1,0,Married,139,16,50,0,1,0,0,0,1,0,0,0,1,0,0,667.2,SUV,1,0
OO11531,Nevada,2540.551456,No,0,0,0,0,1,0,1/23/11,0,0,0,0,F,37125,0,0,Married,63,29,78,0,1,0,0,1,0,1,0,0,0,0,0,290.911693,Four-Door Car,0,1
JV80614,California,2939.330187,No,0,0,1,0,0,0,1/29/11,0,0,0,0,M,53357,0,1,Married,73,4,77,0,1,0,0,0,1,1,0,0,0,1,0,55.320014,Four-Door Car,1,0
